repo,sha,message
pytorch/pytorch,da9af9868e0bd8cb516690bcce34e29ea414cf5e,"[FSDP][4/N] Refactor func to share state/init handle attrs (#90871)

For `limit_all_gathers`, if we do not enforce that they all have the same value, then the entire semantics guaranteed by the `bool` can be violated. It could be as if none of them set that value to be `True`.

For `use_orig_params`, optimizer state dict assumes that the value is the same for all FSDP instances.

Pull Request resolved: https://github.com/pytorch/pytorch/pull/90871
Approved by: https://github.com/mrshenli"
pytorch/pytorch,289f06434cd91cf3266bd9ae9c4d1822978510ae,"[dynamo] check buffers when checking accuracy (#91037)

Tested by running `python benchmarks/dynamo/torchbench.py --accuracy --float32 -dcuda --output=inductor_torchbench_float32_training_cuda_performance.csv --training --inductor --no-skip --dashboard --only mobilenet_v2 --cold_start_latency` and breakpointing after the changes to inspect buffers.

Pull Request resolved: https://github.com/pytorch/pytorch/pull/91037
Approved by: https://github.com/anijain2305"
pytorch/pytorch,13dbad63696f0ad39d63e4457eeebf800fb80dff,"use scatter_add for index_add when dim is the most inner dim (#88729)

### Motivation
When dim is -1 and the slice of source or result is noncontiguous, original `index_add` is slow as it uses add for the sliced tensor, which is serial on index and parallel on sliced tensor to avoid write conflict. Doing parallel on the sliced tensor is not optimal as the size of sliced tensor may be not big enough to parallel and also causes multiple parallelizations.

`scatter_add ` is used to speedup for this case as `scatter_add ` parallels on the outer dimension of input and is serial on the inner dimension to avoid write conflict. `scatter_add ` only need one parallel and the size of outer dimensions is bigger to do parallel.

### Testing

- Single core:

Before:

shape | fp32 / s | bf16 / s
-- | -- | --
[10, 128, 20, 20] | 2.82E-03 | 2.11E-03
[10, 128, 50, 50] | 0.023604 | 0.023794

After:

shape | fp32 / s | bf16 / s
-- | -- | --
[10, 128, 20, 20] | 9.30E-04 | 1.66E-03
[10, 128, 50, 50] | 0.005995 | 0.010003

- Single socket (28 cores):

Before:

shape | fp32 / s | bf16 / s
-- | -- | --
[10, 128, 20, 20] | 2.96E-03 | 2.52E-03
[10, 128, 50, 50] | 0.012208 | 0.012568

After:

shape | fp32 / s | bf16 / s
-- | -- | --
[10, 128, 20, 20] | 7.44E-05 | 1.33E-04
[10, 128, 50, 50] | 0.000333 | 0.000469

Pull Request resolved: https://github.com/pytorch/pytorch/pull/88729
Approved by: https://github.com/mingfeima, https://github.com/jgong5, https://github.com/malfet"
pytorch/pytorch,0f57e7f2d9c9835fd504602dfb2fc12e6c08a74b,"Do not run inductor perf test with postnightly branch (#91133)

Inductor performance test job would be triggered every night associated with the pull request push event from https://github.com/pytorch/pytorch/pull/27167
Since we are already running three times a day the job, there is no need to run this test with postnightly branch. Plus, this postnightly branch currently fails dozens of tests due to ""docker argument too long error"".

Example workflow: https://github.com/pytorch/pytorch/actions/runs/3731250111
Pull Request resolved: https://github.com/pytorch/pytorch/pull/91133
Approved by: https://github.com/clee2000, https://github.com/malfet, https://github.com/seemethere, https://github.com/desertfire"
pytorch/pytorch,0148809131f494b842baf50d1f392f7404b87b44,"use libdevice for tanh (#90889)

Per title
I see slight differences in perf with this implementation, where standalone tanh is slightly slower for a tensor of 4000000
 elements (20.4 us instead of 19.4us), other sizes are within noise.
 @bertmaher could you check if it affects your benchmarks?

Pull Request resolved: https://github.com/pytorch/pytorch/pull/90889
Approved by: https://github.com/bertmaher, https://github.com/anijain2305"
pytorch/pytorch,1d3e7fcc3bd35d341701c5a945188286bfba6d05,"[pytorch profiler] Add step tracker logic to handle multiple sources of step increments (#90880)

Pull Request resolved: https://github.com/pytorch/pytorch/pull/90880

# Summary
Enables multiple step trackers. Currently we only had one place to mark that a step() has occurred in the program. This was via pytorch profiler step().
We are now working on adding an Optimizer step hook - https://github.com/pytorch/pytorch/issues/88446
- This could mean programs that already call profiler.step() every iteration can end up double incrementing steps
- If a model uses multiple optimizers we can also have double or more counting of the step.

## Solution
We fix this by adding a layer of abstraction before calling step() to the kineto library. The idea is to maintain steps per requester in a dictionary
```
{
   ""ProfilerStep"": 100,  # triggered by profiler step() call
   ""Optimizer1Step"": 100,   # Optimizer 1 or 2 are just examples, could be SGD, Adam etc
   ""Optimizer2Step"": 100,
}
```
To figure out the global step count just take max on the dict values (100).
```
{
   ""ProfilerStep"": 100,
   ""Optimizer1Step"": 101,   # Optimizer1 got incremented first say
   ""Optimizer2Step"": 100,
}
```
Then global step count is 101

## Calling kineto
We only call the kineto step() function when global count increments.

# Test Plan:
Added a unit test
   buck2 run mode/dev-nosan caffe2/test:profiler

Differential Revision: D41751157

Pull Request resolved: https://github.com/pytorch/pytorch/pull/90880
Approved by: https://github.com/chaekit"
pytorch/pytorch,7e9bf2ed860b8b60d252eead4cc457c3fe5f1667,"When nopython=True, Dynamo can't allow graph breaks. (#90970)

I count the number of sub-graphs (for tiny-GPT2 in huggingface) by
```
    class GraphCaptureCompiler:
        def __init__(self):
            self.captured_graphs = []
        def compile(self, gm, example_inputs):
            self.captured_graphs.append(gm)
            return gm
    compiler = GraphCaptureCompiler()
    torch._dynamo.optimize(compiler, nopython=True)(Wrapper(fn))(*args)
```

Although `len(compiler.captured_graphs)` is 2, no error was thrown during the compilation. This observation conflicts with `nopython=True`. After some digging, I found a check is missed before making graph break. This PR adds it.

Pull Request resolved: https://github.com/pytorch/pytorch/pull/90970
Approved by: https://github.com/ezyang, https://github.com/jansel"
pytorch/pytorch,7ebc45eaddd7693fbf1a2983ce9333f188ff6a4f,"[dynamo] Better error message for bad timm model name (#91049)

Fixes https://github.com/pytorch/torchdynamo/issues/1995

Running `python benchmarks/dynamo/timm_models.py --performance --float32 -dcuda --output=out.csv --training --inductor --only bad_model_name` gives
```
Traceback (most recent call last):
  File ""benchmarks/dynamo/timm_models.py"", line 338, in <module>
    main(TimmRunnner())
  File ""/scratch/williamwen/work/pytorch/benchmarks/dynamo/common.py"", line 1660, in main
    return maybe_fresh_cache(run, args.cold_start_latency and args.only)(
  File ""/scratch/williamwen/work/pytorch/benchmarks/dynamo/common.py"", line 833, in inner
    return fn(*args, **kwargs)
  File ""/scratch/williamwen/work/pytorch/benchmarks/dynamo/common.py"", line 2000, in run
    ) = runner.load_model(device, model_name, batch_size=batch_size)
  File ""benchmarks/dynamo/timm_models.py"", line 215, in load_model
    raise RuntimeError(f""Failed to load model '{model_name}'"")
RuntimeError: Failed to load model 'bad_model_name'
```

Pull Request resolved: https://github.com/pytorch/pytorch/pull/91049
Approved by: https://github.com/ezyang"
pytorch/pytorch,731f417f60bfd5bb8d2ec756c23c0e6624ea3351,"Use scalar implementation to keep the precision in linspace of integral types (#89048)

Fixes #88652

In the CPU implementation of linspace of integral types, `base` type in vectorized implementation is `int64_t`, which will drop the precision when `base` comes from a floating number. Meanwhile, its vectorized implementation tends to suffer from the catastrophic cancellation of floating point arithemtic since both the `base (start + step * idx)` and the `step` are not exact. Its scalar implementation is fine since start is always an integer and the result would be truncated to integer as well.

Therefore, in this PR , we will skip the vectorized implementation since the vec doesn't contribute to performance anyway. And now the behaviors between CPU and GPU are the same. In some cases, the results are the same as numpy's. In some other cases, the results are different from numpy's, but it is not related to the devices (CPU and GPU). https://github.com/pytorch/pytorch/issues/81996#issuecomment-1192980485

Pull Request resolved: https://github.com/pytorch/pytorch/pull/89048
Approved by: https://github.com/mingfeima, https://github.com/jgong5, https://github.com/albanD"
pytorch/pytorch,ea49e769f65cfe16a2028fedb3a47f294e64c052,"[Quant] Add fused linear-tanh op for onednn backend (#88879)

**Summary**
Post op fusion can reduce data movement overhead and improve inference performance. This PR adds fused `linear-tanh` op for `onednn` backend, which will be used for int8 inference with `onednn` backend. Linear-tanh is found in models like CGAN.
Cannot call this op with other quantization backends otherwise an error is thrown.

**Test Plan**
python test_quantization.py TestQuantizedLinear

Pull Request resolved: https://github.com/pytorch/pytorch/pull/88879
Approved by: https://github.com/jgong5, https://github.com/jerryzh168"
pytorch/pytorch,3916d7a575c1811bc49eb45bc03b45f41f587f98,"Apply modernize-use-emplace to aten, c10, torch (#91077)

Apply clang-tidy check modernize-use-emplace. This is slightly more efficient by using an inplace constructor and is the recommended style in parts of the codebase covered by clang-tidy. This just manually applies the check to rest of the codebase. Pinging @ezyang as this is related to my other PRs he reviewed like #89000

Pull Request resolved: https://github.com/pytorch/pytorch/pull/91077
Approved by: https://github.com/ezyang"
pytorch/pytorch,1accd915a4652058f6f31fcbee76d5f023b2c83d,"Re-enable optimizers (#90709)

Fixes
https://github.com/pytorch/pytorch/issues/90165
https://github.com/pytorch/torchdynamo/issues/328

Re-enables optimizer capture + compilation now that the dynamo slowdowns have been fixed

and it has speedups, numbers to come soon

Pull Request resolved: https://github.com/pytorch/pytorch/pull/90709
Approved by: https://github.com/anijain2305, https://github.com/jansel, https://github.com/yanboliang"
pytorch/pytorch,7c524221ba8e8ac3698e2e877f410e4713d95937,"[reland3][dynamo] Revert ""Revert ""[reland][dynamo] use optimizers correctly in benchmar… (#90956)

…king (#87492)"" (#90746)""

This reverts commit ff1bbc2773a31ab839438966266ed8ee206cb8c5.

This should be okay to merge now. The flakiness of HF models will be fixed by seeding the rng (https://github.com/pytorch/pytorch/pull/90936), and the numeric mismatch was root-caused to three decomps (still investigating why those decomps cause this) see https://github.com/pytorch/torchdynamo/issues/1985 for more detail.

Pull Request resolved: https://github.com/pytorch/pytorch/pull/90956
Approved by: https://github.com/desertfire"
pytorch/pytorch,4fa8d774b804c125b4597fb7bee5773c5da25608,"Add macro C10_AS_INTARRAYREF_SLOW (#90675)

This makes it easier to narrow down who is throwing the error,
instead of having to use gdb.

Signed-off-by: Edward Z. Yang <ezyang@fb.com>
Differential Revision: [D42088781](https://our.internmc.facebook.com/intern/diff/D42088781)"
pytorch/pytorch,67ef88af37b61080a0640d2a734f48685d516378,"Revert ""[Quant] onednn backend switch to ideep new api without affacting performance (#90354)""

This reverts commit 9b89ff0923251d2a30ceccf61120d051a687557c.

Reverted https://github.com/pytorch/pytorch/pull/90354 on behalf of https://github.com/osalpekar due to Breaking core pytorch contbuilds internally with function not found errors- more details in D42081737"
pytorch/pytorch,bd94ee66ea361e97158d37d6ddd8dbbeb8b624ef,"[quantized] [executorch] typo (#89960)

Summary: Inefficient impl in python

Test Plan: buck2 test mode/dev //caffe2/test/quantization:test_quantization -- --exact 'caffe2/test/quantization:test_quantization - test_quantized_embedding_byte (caffe2.test.quantization.core.test_quantized_tensor.TestQuantizedTensor)'

Differential Revision: D41627744

Pull Request resolved: https://github.com/pytorch/pytorch/pull/89960
Approved by: https://github.com/jerryzh168"
pytorch/pytorch,6bc6fb21db1b16392d21f40f19ad3326f966c474,"Revert ""[reland2][dynamo] Revert ""Revert ""[reland][dynamo] use optimizers correctly in benchmar… (#90956)""

This reverts commit 8bc38ae4e2037ae42813d552e5d412db77167bc0.

Reverted https://github.com/pytorch/pytorch/pull/90956 on behalf of https://github.com/desertfire due to Causing TIMM model failures"
pytorch/pytorch,a10b3ce8768c7f86feef38de4f17bcb7dda1134b,"generate device context managers in inductor code (#90934)

Fixes https://github.com/pytorch/torchdynamo/issues/1717, https://github.com/pytorch/torchdynamo/issues/1990

<s>TODO: add test with multiple devices, figure out extra context initialization</s>

Problems:
<s>It still initializes context on 0-th device that it shouldn't, I'll take a look where that happens and fix before landing</s>
It adds a python device context manages, that is absurdly slow and takes ~2.5 us (should be nanoseconds). That's not a problem for real models, because it'll be called just once, but it is a bit of an inconvenience for microbenchmarking, we should make that context manager more performant (won't fix in this PR)
It still can have bugs for graphs that run on multiple devices and can have buffers incorrectly shared between multiple device by memory reuse, if that happens that'll need to be solved separately.

Generated code:
```
def call(args):
    arg0_1, arg1_1 = args
    args.clear()
    with torch.cuda.device(1):
        buf0 = empty_strided((4, ), (1, ), device='cuda', dtype=torch.float32)
        stream1 = get_cuda_stream(1)
        triton_fused_div_0.run(arg0_1, arg1_1, buf0, 4, grid=grid(4), stream=stream1)
        del arg0_1
        del arg1_1
        return (buf0, )
```

Pull Request resolved: https://github.com/pytorch/pytorch/pull/90934
Approved by: https://github.com/wconstab"
pytorch/pytorch,8bc38ae4e2037ae42813d552e5d412db77167bc0,"[reland2][dynamo] Revert ""Revert ""[reland][dynamo] use optimizers correctly in benchmar… (#90956)

…king (#87492)"" (#90746)""

This reverts commit ff1bbc2773a31ab839438966266ed8ee206cb8c5.

This should be okay to merge now. The flakiness of HF models will be fixed by seeding the rng (https://github.com/pytorch/pytorch/pull/90936), and the numeric mismatch was root-caused to three decomps (still investigating why those decomps cause this) see https://github.com/pytorch/torchdynamo/issues/1985 for more detail.

Pull Request resolved: https://github.com/pytorch/pytorch/pull/90956
Approved by: https://github.com/desertfire"
pytorch/pytorch,6ea93b2295cb77c8e21db03d70849ad2665977ec,"[Quant] Add fused LinearLeakyReLU module for onednn backend (#88661)

**Summary**
Post op fusion can reduce data movement overhead and improve inference performance. This PR adds fused `QLinearLeakyReLU` module for onednn backend, which will be used for int8 inference with onednn backend. Cannot call this module with other quantization backends otherwise an error is thrown.

**Test plan**
python test_quantization.py TestStaticQuantizedModule

Pull Request resolved: https://github.com/pytorch/pytorch/pull/88661
Approved by: https://github.com/jgong5, https://github.com/jerryzh168"
pytorch/pytorch,9d523616b3761136479bdc61ed894eaf2bd9fc29,"fix segfault for EmbeddingBag on CPU slow path when include_last_offset is true (#90358)

This PR is to fix the segfault reported at https://github.com/pytorch/pytorch/issues/89677, this is a `double free` issue caused by `invalid read`.

The reported issue broke at slow path for `EmbeddingBag` on float32, at [EmbeddingBag.cpp#L451](https://github.com/pytorch/pytorch/blob/master/aten/src/ATen/native/EmbeddingBag.cpp#L451)

Root cause is that `add_indices` has index which exceeds range of `output_data`, for the reported case.

The offsets are given as
```
{0,  6, 12, 15, 25, 32, 40, 42, 46, 53, 53}
```

The `indices` has 55 elements and `offsets[-1] != indices.size(0)`.

When `include_last_offset` is true, the `output` will be in the shape of {offsets.size(0) - 1, weight.sizes()[1]}, which will be {10, 5}.
Originally, `add_indices` will be (i re-arange the 1D tensor by rows, so here 10 rows in total)
```
### this is 55 elements
  0 0 0 0 0 0
  1 1 1 1 1 1
  2 2 2
  3 3 3 3 3 3 3 3 3 3
  4 4 4 4 4 4 4
  5 5 5 5 5 5 5 5
  6 6
  7 7 7 7
  8 8 8 8 8 8 8
  10 10
```
The last row has index of 10 which is out of range of output tensor whose size is [10, 5].

The reason is `make_offset2bag` at [EmbeddingBag.cpp#L66](https://github.com/pytorch/pytorch/blob/master/aten/src/ATen/native/EmbeddingBag.cpp#L66) would give the following `offset2bag`:
```
### this is 55 + 1 elements:
0 0 0 0 0 0 1
0 0 0 0 0 1
0 0 1
0 0 0 0 0 0 0 0 0 1
0 0 0 0 0 0 1
0 0 0 0 0 0 0 1
0 1
0 0 0 1
0 0 0 0 0 0 2
0 0
```

Notice for index 53, it is added twice.

The fix is ignore the last index from `offsets` when `include_last_offset` is true, also this behavior aligns with CUDA, quote from https://github.com/pytorch/pytorch/pull/57208#issuecomment-1021727378

Pull Request resolved: https://github.com/pytorch/pytorch/pull/90358
Approved by: https://github.com/ezyang"
pytorch/pytorch,353c2e7d39c2c4d0c3e1b8c4d7338e19c7b02f57,"[Quant] Add fused LinearLeakyReLU module for onednn backend (#88661)

**Summary**
Post op fusion can reduce data movement overhead and improve inference performance. This PR adds fused `QLinearLeakyReLU` module for onednn backend, which will be used for int8 inference with onednn backend. Cannot call this module with other quantization backends otherwise an error is thrown.

**Test plan**
python test_quantization.py TestStaticQuantizedModule

Pull Request resolved: https://github.com/pytorch/pytorch/pull/88661
Approved by: https://github.com/jgong5, https://github.com/jerryzh168"
pytorch/pytorch,140a3139d6c5fd48852865af5675ab533db51b37,"Revert ""Add macro C10_AS_INTARRAYREF_SLOW (#90675)""

This reverts commit 8090cb5386dccf4cf341aea585c793dfbb6c6002.

Reverted https://github.com/pytorch/pytorch/pull/90675 on behalf of https://github.com/osalpekar due to broke internal acc_tensor implementation in training_platform contbuild. See [D42052101](https://www.internalfb.com/diff/D42052101) for details."
pytorch/pytorch,9b89ff0923251d2a30ceccf61120d051a687557c,"[Quant] onednn backend switch to ideep new api without affacting performance (#90354)

**Summary**
Onednn quantization backend switch to new API in `third_party/ideep`.
- `struct forward_params` for conv/deconv are changed. Modify primitive cache accordingly.
- Use new versions of `prepare` and `compute` API. Fp32 and int8 paths separated. The old ones will be deprecated.
- Now `ideep::tensor::reorder_if_differ_in` supports block-to-block reorder. Use it instead of defining a util function `onednn_utils::try_reorder`.
- For new API of transposed convolution, we can use a flag to keep weight desc align with oneDNN thus needless to transpose it explicitly in PyTorch.
- Use `is_channels_last` flag to specify layout of src/dst when querying expected weight desc.

It won't impact correctness. Performance should be unaffected or slightly better.
FBGEMM and QNNPACK backends are not affected.

Performance results are given below.
1. End-to-end performance of static quantized models (from torchvision)
(throughput: fps, higher is better)
![image](https://user-images.githubusercontent.com/12522207/206105879-45c59996-9804-4531-aa1f-dc962e6db5ab.png)

2. Op benchmark of dynamic quantized linear
(Latency: ms, lower is better)
![image](https://user-images.githubusercontent.com/12522207/206124949-77352991-0fda-4285-a484-e20a5797262b.png)

Test method & env:
- Intel(R) Xeon(R) Platinum 8358 CPU @ 2.60GHz
- Run multi-instances on a single node. Use one core for each instance.
- Use Jemalloc and Intel OpenMP

**Test plan**
python test/test_quantization.py

Pull Request resolved: https://github.com/pytorch/pytorch/pull/90354
Approved by: https://github.com/jgong5"
